id,nat,kin,prefix,root,modifier,en,context,pronunciation,voiceLink,closeSuggestions,verified,author
548,not set,kwisegura,kw,isegura,#NAME?,to lie on pillow,not set,not set,not set,NULL,0,1
549,not set,kwishima,kw,ishima,#NAME?,"to be happy, glad",not set,not set,not set,NULL,0,1
550,not set,kwishingana,kw,ishingana,#NAME?,"to insure, be insured",not set,not set,not set,NULL,0,1
551,not set,kwishisha,kw,ishisha,#NAME?,"to show physical fear, mistrust",not set,not set,not set,NULL,0,1
552,not set,kwishyanura,kw,ishyanura,#NAME?,to show off,not set,not set,not set,NULL,0,1
553,not set,kwishyura,kw,ishyura,#NAME?,"to pay, repay debt",not set,not set,not set,NULL,0,1
554,not set,kwisomera,kw,isomera,#NAME?,to read for oneself,not set,not set,not set,NULL,0,1
555,not set,kwisukura,kw,isukura,#NAME?,"to wash, cleanse, purify oneself",not set,not set,not set,NULL,0,1
556,not set,kwisumbura,kw,isumbura,#NAME?,to be higher,not set,not set,not set,NULL,0,1
557,not set,kwisuzuma,kw,isuzuma,#NAME?,to examine oneself,not set,not set,not set,NULL,0,1
558,not set,kwita,kw,ita,#NAME?,"to call, name",not set,not set,not set,NULL,0,1
559,not set,kwitaba,kw,itaba,#NAME?,"to answer when called, respond",not set,not set,not set,NULL,0,1
560,not set,kwitanga,kw,itanga,#NAME?,"to give oneself, surrender oneself",not set,not set,not set,NULL,0,1
561,not set,kwitarura,kw,itarura,#NAME?,"to separate oneself, distance oneself",not set,not set,not set,NULL,0,1
562,not set,kwitega,kw,itega,#NAME?,to wait for,not set,not set,not set,NULL,0,1
563,not set,kwitegereza,kw,itegereza,#NAME?,"to look at intently, study",not set,not set,not set,NULL,0,1
564,not set,kwitegura,kw,itegura,#NAME?,to prepare oneself,not set,not set,not set,NULL,0,1
565,not set,kwitema,kw,itema,#NAME?,to cut oneself,not set,not set,not set,NULL,0,1
566,not set,kwitonda,kw,itonda,#NAME?,"to be careful, cautious, softly spoken, gentle",not set,not set,not set,NULL,0,1
567,not set,kwitondera,kw,itondera,#NAME?,"to observe, obey, keep, pay attention to",not set,not set,not set,NULL,0,1
568,not set,kwitonganya,kw,itonganya,#NAME?,"to fuss, complain, blame oneself",not set,not set,not set,NULL,0,1
569,not set,kwitotomba,kw,itotomba,#NAME?,to complain,not set,not set,not set,NULL,0,1
570,not set,kwitoza,kw,itoza,#NAME?,"to exercise, practise",not set,not set,not set,NULL,0,1
571,not set,kwitsamura,kw,itsamura,#NAME?,to sneeze,not set,not set,not set,NULL,0,1
572,not set,kwituga,kw,ituga,#NAME?,to put all one's strength into something,not set,not set,not set,NULL,0,1
573,not set,kwituma,kw,ituma,#NAME?,"to go to the toilet, relieve oneself",not set,not set,not set,NULL,0,1
574,not set,kwitura,kw,itura,#NAME?,"to repay, put down by oneself",not set,not set,not set,NULL,0,1
575,not set,kwitwa,kw,itwa,#NAME?,"to be called, named",not set,not set,not set,NULL,0,1
576,not set,kwitwararika,kw,itwararika,#NAME?,to be concerned about,not set,not set,not set,NULL,0,1
577,not set,kwivovota,kw,ivovota,#NAME?,to complain verbally,not set,not set,not set,NULL,0,1
578,not set,kwivumbura,kw,ivumbura,#NAME?,to become upset and leave,not set,not set,not set,NULL,0,1
579,not set,kwiyaka,kw,iyaka,#NAME?,to deprive oneself of,not set,not set,not set,NULL,0,1
580,not set,kwiyama,kw,iyama,#NAME?,"to rebuke, warn",not set,not set,not set,NULL,0,1
581,not set,kwiyamamaza,kw,iyamamaza,#NAME?,"to advertise oneself, campaign",not set,not set,not set,NULL,0,1
582,not set,kwiyandarika,kw,iyandarika,#NAME?,to be careless in personal appearance,not set,not set,not set,NULL,0,1
583,not set,kwiyandikisha,kw,iyandikisha,#NAME?,to register oneself,not set,not set,not set,NULL,0,1
584,not set,kwiyemera,kw,iyemera,#NAME?,"to accept oneself, have self-confidence",not set,not set,not set,NULL,0,1
585,not set,kwiyereka,kw,iyereka,#NAME?,"to show oneself, exercise, do gym",not set,not set,not set,NULL,0,1
586,not set,kwiyibuka,kw,iyibuka,#NAME?,to remember oneself,not set,not set,not set,NULL,0,1
587,not set,kwiyiriza,kw,iyiriza,#NAME?,to cause oneself to spend the day,not set,not set,not set,NULL,0,1
588,not set,kwiyiriza ubusa,kw,iyiriza ubusa,#NAME?,"to fast, spend the day without food",not set,not set,not set,NULL,0,1
589,not set,kwiyorosa,kw,iyorosa,#NAME?,to cover oneself in bed,not set,not set,not set,NULL,0,1
590,not set,kwiyoza,kw,iyoza,#NAME?,to clean oneself,not set,not set,not set,NULL,0,1
591,not set,kwiyubaha,kw,iyubaha,#NAME?,to respect oneself,not set,not set,not set,NULL,0,1
592,not set,kwiyubaka,kw,iyubaka,#NAME?,to build oneself,not set,not set,not set,NULL,0,1
593,not set,kwiyuhagira,kw,iyuhagira,#NAME?,"to wash oneself, shower",not set,not set,not set,NULL,0,1
594,not set,kwiyumvira,kw,iyumvira,#NAME?,"to think about, be in deep thought",not set,not set,not set,NULL,0,1
595,not set,kwiyunga,kw,iyunga,#NAME?,to reconcile,not set,not set,not set,NULL,0,1
596,not set,kwizanira,kw,izanira,#NAME?,to bring for oneself,not set,not set,not set,NULL,0,1
597,not set,kwizera,kw,izera,#NAME?,"to hope, believe, have faith",not set,not set,not set,NULL,0,1
598,not set,kwizihiza,kw,izihiza,#NAME?,"to celebrate, cause to rejoice",not set,not set,not set,NULL,0,1
599,not set,kujabika,ku,jabika,#NAME?,to dip in water,not set,not set,not set,NULL,0,1
600,not set,kujarajara,ku,jarajara,#NAME?,to go from place to place,not set,not set,not set,NULL,0,1
601,not set,kujegajega,ku,jegajega,#NAME?,"to shake, move",not set,not set,not set,NULL,0,1
602,not set,kujijuka,ku,jijuka,#NAME?,"to be informed, knowledgeable",not set,not set,not set,NULL,0,1
603,not set,kujijura,ku,jijura,#NAME?,"to instruct, enlighten",not set,not set,not set,NULL,0,1
604,not set,kujijwa,ku,jijwa,#NAME?,"to not know, be ignorant of",not set,not set,not set,NULL,0,1
605,not set,kujugunya,ku,jugunya,#NAME?,"to throw away, discard",not set,not set,not set,NULL,0,1
606,not set,kujujubya,ku,jujubya,#NAME?,"to attack, conquer, pester",not set,not set,not set,NULL,0,1
607,not set,kujurira,ku,jurira,#NAME?,to appeal to a higher court,not set,not set,not set,NULL,0,1
608,not set,kujya,ku,jya,#NAME?,"to go to, continually",not set,not set,not set,NULL,0,1
609,not set,kujyana,ku,jyana,#NAME?,"to go together to, take",not set,not set,not set,NULL,0,1
610,not set,gukabya,gu,kabya,#NAME?,"to exaggerate, be too much",not set,not set,not set,NULL,0,1
611,not set,gukama,gu,kama,#NAME?,"to milk, dry up, stop bleeding",not set,not set,not set,NULL,0,1
612,not set,gukambakamba,gu,kambakamba,#NAME?,to crawl (like a baby),not set,not set,not set,NULL,0,1
613,not set,gukamura,gu,kamura,#NAME?,"to wring out, squeeze juice from",not set,not set,not set,NULL,0,1
614,not set,gukanda,gu,kanda,#NAME?,to click (on computer),not set,not set,not set,NULL,0,1
615,not set,gukandagira,gu,kandagira,#NAME?,to tread on,not set,not set,not set,NULL,0,1
616,not set,gukanga,gu,kanga,#NAME?,"to startle, frighten",not set,not set,not set,NULL,0,1
617,not set,gukangara,gu,kangara,#NAME?,"to warn, threaten",not set,not set,not set,NULL,0,1
618,not set,gukangarana,gu,kangarana,#NAME?,to be seized with terror,not set,not set,not set,NULL,0,1
619,not set,gukangisha,gu,kangisha,#NAME?,"to threaten, intimidate with",not set,not set,not set,NULL,0,1
620,not set,gukanguka,gu,kanguka,#NAME?,to be awake,not set,not set,not set,NULL,0,1
621,not set,gukangura,gu,kangura,#NAME?,to awaken someone,not set,not set,not set,NULL,0,1
622,not set,gukangurwa,gu,kangurwa,#NAME?,to be awoken,not set,not set,not set,NULL,0,1
623,not set,gukankamira,gu,kankamira,#NAME?,to scold loudly,not set,not set,not set,NULL,0,1
624,not set,gukanura,gu,kanura,#NAME?,to open one's eyes,not set,not set,not set,NULL,0,1
625,not set,gukaraba,gu,karaba,#NAME?,to wash one's hands,not set,not set,not set,NULL,0,1
626,not set,gukarama,gu,karama,#NAME?,to be ready to attack,not set,not set,not set,NULL,0,1
627,not set,gukaranga,gu,karanga,#NAME?,to fry,not set,not set,not set,NULL,0,1
628,not set,gukata,gu,kata,#NAME?,"to cut, turn (slang: have sex)",not set,not set,not set,NULL,0,1
629,not set,gukataza,gu,kataza,#NAME?,"to hurry, go quickly",not set,not set,not set,NULL,0,1
630,not set,gukayuka,gu,kayuka,#NAME?,"to lose flavour, become bland",not set,not set,not set,NULL,0,1
631,not set,gukaza,gu,kaza,#NAME?,to tighten,not set,not set,not set,NULL,0,1
632,not set,gukeba,gu,keba,#NAME?,to cut into pieces,not set,not set,not set,NULL,0,1
633,not set,gukebaguza,gu,kebaguza,#NAME?,to look all around,not set,not set,not set,NULL,0,1
634,not set,gukeka,gu,keka,#NAME?,"to suspect, suppose, think",not set,not set,not set,NULL,0,1
635,not set,gukemwa,gu,kemwa,#NAME?,to be tempted,not set,not set,not set,NULL,0,1
636,not set,gukena,gu,kena,#NAME?,"to be poor, needy",not set,not set,not set,NULL,0,1
637,not set,gukenera,gu,kenera,#NAME?,to need,not set,not set,not set,NULL,0,1
638,not set,gukenga,gu,kenga,#NAME?,"to mistrust, have suspicions about",not set,not set,not set,NULL,0,1
639,not set,gukenyera,gu,kenyera,#NAME?,to be wrapped around the waist,not set,not set,not set,NULL,0,1
640,not set,gukenyeza,gu,kenyeza,#NAME?,"to wrap something around one's waist, put on a belt",not set,not set,not set,NULL,0,1
641,not set,gukerensa,gu,kerensa,#NAME?,"to understate, belittle",not set,not set,not set,NULL,0,1
642,not set,gukerereza,gu,kerereza,#NAME?,to make late,not set,not set,not set,NULL,0,1
643,not set,gukererwa,gu,kererwa,#NAME?,to be late,not set,not set,not set,NULL,0,1
644,not set,gucyesha ,gu,cyesha ,#NAME?,to have because of,not set,not set,not set,NULL,0,1
645,not set,gukikira,gu,kikira,#NAME?,to take on one's lap,not set,not set,not set,NULL,0,1
646,not set,gukikiza,gu,kikiza,#NAME?,to surround,not set,not set,not set,NULL,0,1
647,not set,gukinana,gu,kinana,#NAME?,to play with,not set,not set,not set,NULL,0,1
648,not set,gukinda,gu,kinda,#NAME?,to rape,not set,not set,not set,NULL,0,1
649,not set,gukinga,gu,kinga,#NAME?,"to close, shut, lock",not set,not set,not set,NULL,0,1
650,not set,gukingiriza,gu,kingiriza,#NAME?,"to hide from sight, obscure",not set,not set,not set,NULL,0,1
651,not set,gukingura,gu,kingura,#NAME?,"to open, unlock",not set,not set,not set,NULL,0,1
652,not set,gukira,gu,kira,#NAME?,"to get well, be healed, be rich",not set,not set,not set,NULL,0,1
653,not set,gukiranirwa,gu,kiranirwa,#NAME?,to be wicked,not set,not set,not set,NULL,0,1
654,not set,gukiranuka,gu,kiranuka,#NAME?,"to be righteous, just",not set,not set,not set,NULL,0,1
655,not set,gukirigita,gu,kirigita,#NAME?,to tickle,not set,not set,not set,NULL,0,1
656,not set,gukirigitwa,gu,kirigitwa,#NAME?,to be tickled,not set,not set,not set,NULL,0,1
657,not set,gukiza,gu,kiza,#NAME?,"to save, heal",not set,not set,not set,NULL,0,1
658,not set,gukizwa,gu,kizwa,#NAME?,"to be saved, healed",not set,not set,not set,NULL,0,1
659,not set,gukobwa,gu,kobwa,#NAME?,to have dowry paid on your behalf (as bride),not set,not set,not set,NULL,0,1
660,not set,gukodesha,gu,kodesha,#NAME?,"to hire, rent",not set,not set,not set,NULL,0,1
661,not set,gukoloniza,gu,koloniza,#NAME?,to colonize,not set,not set,not set,NULL,0,1
662,not set,gukoma,gu,koma,#NAME?,"to prevent, hinder, stop",not set,not set,not set,NULL,0,1
663,not set,gukomanga,gu,komanga,#NAME?,to knock,not set,not set,not set,NULL,0,1
664,not set,gukomatanya,gu,komatanya,#NAME?,"to group things together, tag",not set,not set,not set,NULL,0,1
665,not set,gukomera,gu,komera,#NAME?,"to be strong, great",not set,not set,not set,NULL,0,1
666,not set,gukomereka,gu,komereka,#NAME?,"to be injured, wounded, hurt",not set,not set,not set,NULL,0,1
667,not set,gukomeza,gu,komeza,#NAME?,"to continue, carry on",not set,not set,not set,NULL,0,1
668,not set,gukomoka,gu,komoka,#NAME?,"to be descended from, originate from",not set,not set,not set,NULL,0,1
669,not set,gukomora,gu,komora,#NAME?,to take from the origin,not set,not set,not set,NULL,0,1
670,not set,gukongeza,gu,kongeza,#NAME?,"to light, set alight, set on fire",not set,not set,not set,NULL,0,1
671,not set,gukonja,gu,konja,#NAME?,to be cold,not set,not set,not set,NULL,0,1
672,not set,gukoporora,gu,koporora,#NAME?,to copy (on computer),not set,not set,not set,NULL,0,1
673,not set,gukora,gu,kora,#NAME?,"to do, work",not set,not set,not set,NULL,0,1
674,not set,gukorana,gu,korana,#NAME?,to work together,not set,not set,not set,NULL,0,1
675,not set,gukoranya,gu,koranya,#NAME?,to gather together,not set,not set,not set,NULL,0,1
676,not set,gukorera,gu,korera,#NAME?,"to work at, work for",not set,not set,not set,NULL,0,1
677,not set,gukorerwa,gu,korerwa,#NAME?,"to have work done for, have something done against, be committed against",not set,not set,not set,NULL,0,1
678,not set,gukoresha,gu,koresha,#NAME?,"to use, employ, fix",not set,not set,not set,NULL,0,1
679,not set,gukoreshwa,gu,koreshwa,#NAME?,"to be used, fixed",not set,not set,not set,NULL,0,1
680,not set,gukorogoshera,gu,korogoshera,#NAME?,to dig into side of,not set,not set,not set,NULL,0,1
681,not set,gukorora,gu,korora,#NAME?,to cough,not set,not set,not set,NULL,0,1
682,not set,gukorwa,gu,korwa,#NAME?,to be done,not set,not set,not set,NULL,0,1
683,not set,gukoza,gu,koza,#NAME?,"to cause to touch, touch with",not set,not set,not set,NULL,0,1
684,not set,gukuba,gu,kuba,#NAME?,to multiply,not set,not set,not set,NULL,0,1
685,not set,gukubagana,gu,kubagana,#NAME?,"to mess around, cause problems",not set,not set,not set,NULL,0,1
686,not set,gukubita,gu,kubita,#NAME?,"to beat, hit, strike",not set,not set,not set,NULL,0,1
687,not set,gukubura,gu,kubura,#NAME?,to sweep,not set,not set,not set,NULL,0,1
688,not set,gukuka,gu,kuka,#NAME?,to clean out the place where animals sleep,not set,not set,not set,NULL,0,1
689,not set,gukumbura,gu,kumbura,#NAME?,"to miss, be lonesome for",not set,not set,not set,NULL,0,1
690,not set,gukumira,gu,kumira,#NAME?,"to prevent, suppress, limit",not set,not set,not set,NULL,0,1
691,not set,gukuna,gu,kuna,#NAME?,to elongate,not set,not set,not set,NULL,0,1
692,not set,gukuna imishino,gu,kuna imishino,#NAME?,to elongate a woman's labia,not set,not set,not set,NULL,0,1
693,not set,gukunda,gu,kunda,#NAME?,"to like, love",not set,not set,not set,NULL,0,1
694,not set,gukunda urumamo,gu,kunda urumamo,#NAME?,to pretend to love,not set,not set,not set,NULL,0,1
695,not set,gukundana,gu,kundana,#NAME?,to love each other,not set,not set,not set,NULL,0,1
696,not set,gukundira,gu,kundira,#NAME?,"to allow, like for",not set,not set,not set,NULL,0,1
697,not set,gukundwa,gu,kundwa,#NAME?,"to be liked, loved",not set,not set,not set,NULL,0,1
698,not set,gukundwakaza,gu,kundwakaza,#NAME?,to prefer one spouse over others,not set,not set,not set,NULL,0,1
699,not set,gukungahaza,gu,kungahaza,#NAME?,"to enrich, satisfy, fill",not set,not set,not set,NULL,0,1
700,not set,gukunguta,gu,kunguta,#NAME?,to shake something to clean it (e.g. rug),not set,not set,not set,NULL,0,1
701,not set,gukunkumura,gu,kunkumura,#NAME?,to shake something to clean it (e.g. rug),not set,not set,not set,NULL,0,1
702,not set,gukura,gu,kura,#NAME?,to grow up,not set,not set,not set,NULL,0,1
703,not set,gukuramo inda,gu,kuramo inda,kuyemo,"to have an abortion, terminate pregnancy, miscarry, have miscarriage",not set,not set,not set,NULL,0,1
704,not set,gukurikira,gu,kurikira,#NAME?,to follow,not set,not set,not set,NULL,0,1
705,not set,gukuricyirwa,gu,kuricyirwa,#NAME?,to be followed,not set,not set,not set,NULL,0,1
706,not set,gukurikiza,gu,kurikiza,#NAME?,to apply,not set,not set,not set,NULL,0,1
707,not set,gukurubana,gu,kurubana,#NAME?,to drag along,not set,not set,not set,NULL,0,1
708,not set,gukurura,gu,kurura,#NAME?,"to pull, draw, drag",not set,not set,not set,NULL,0,1
709,not set,gukuyakuya,gu,kuyakuya,#NAME?,to care for lovingly,not set,not set,not set,NULL,0,1
710,not set,gukwa,gu,kwa,koye,to pay dowry,not set,not set,not set,NULL,0,1
711,not set,gukwerera,gu,kwerera,#NAME?,to be middle aged,not set,not set,not set,NULL,0,1
712,not set,gukweta,gu,kweta,#NAME?,"to wear something on one's feet, put on shoes",not set,not set,not set,NULL,0,1
713,not set,gukwetura,gu,kwetura,#NAME?,to take off sandals or shoes,not set,not set,not set,NULL,0,1
714,not set,gukwira,gu,kwira,#NAME?,"to fit, be fitting",not set,not set,not set,NULL,0,1
715,not set,kumanika,ku,manika,#NAME?,"to hang up, place above",not set,not set,not set,NULL,0,1
716,not set,kumanuka,ku,manuka,#NAME?,to descend,not set,not set,not set,NULL,0,1
717,not set,kumanura,ku,manura,#NAME?,"to take down, lower",not set,not set,not set,NULL,0,1
718,not set,kumanyagura,ku,manyagura,#NAME?,"to smash, break into pieces",not set,not set,not set,NULL,0,1
719,not set,kumara,ku,mara,#NAME?,"to spend, stay",not set,not set,not set,NULL,0,1
720,not set,kumena,ku,mena,#NAME?,"to break, spill, empty",not set,not set,not set,NULL,0,1
721,not set,kumeneka,ku,meneka,#NAME?,"to be broken, spilled, emptied",not set,not set,not set,NULL,0,1
722,not set,kumenya,ku,menya,#NAME?,to know,not set,not set,not set,NULL,0,1
723,not set,kumenyeka,ku,menyeka,#NAME?,to be familiar,not set,not set,not set,NULL,0,1
724,not set,kumenyekana,ku,menyekana,#NAME?,"to be known, become known",not set,not set,not set,NULL,0,1
725,not set,kumenyekanisha,ku,menyekanisha,#NAME?,"to make known, publish, announce",not set,not set,not set,NULL,0,1
726,not set,kumenyera,ku,menyera,#NAME?,"to be familiar with, accustomed to",not set,not set,not set,NULL,0,1
727,not set,kumenyetsa,ku,menyetsa,#NAME?,to cause to be familiar,not set,not set,not set,NULL,0,1
728,not set,kumera,ku,mera,#NAME?,"to feel, be in a state of",not set,not set,not set,NULL,0,1
729,not set,kumesa,ku,mesa,#NAME?,to wash clothes,not set,not set,not set,NULL,0,1
730,not set,kuminina,ku,minina,#NAME?,"to strain, filter",not set,not set,not set,NULL,0,1
731,not set,kumira,ku,mira,#NAME?,to swallow,not set,not set,not set,NULL,0,1
732,not set,kumirwa,ku,mirwa,#NAME?,"to be swallowed, underwater",not set,not set,not set,NULL,0,1
733,not set,kumoka,ku,moka,#NAME?,to bark,not set,not set,not set,NULL,0,1
734,not set,kumurika,ku,murika,#NAME?,"to shine, enlighten, present, show",not set,not set,not set,NULL,0,1
735,not set,kumurikirwa,ku,murikirwa,#NAME?,"to be illuminated, enlightened",not set,not set,not set,NULL,0,1
736,not set,kumwenyura,ku,mwenyura,#NAME?,to smile,not set,not set,not set,NULL,0,1
737,not set,kunagana,ku,nagana,#NAME?,to be hanging,not set,not set,not set,NULL,0,1
738,not set,kunagura,ku,nagura,#NAME?,to sharpen,not set,not set,not set,NULL,0,1
739,not set,kunamba,ku,namba,#NAME?,"to struggle, have a hard life",not set,not set,not set,NULL,0,1
740,not set,kunangirwa,ku,nangirwa,#NAME?,"to be hard of heart, hard to untie",not set,not set,not set,NULL,0,1
741,not set,kunanira,ku,nanira,#NAME?,to fail,not set,not set,not set,NULL,0,1
742,not set,kunanirwa,ku,nanirwa,#NAME?,"to be tired, exhausted, incapable",not set,not set,not set,NULL,0,1
743,not set,kunebwa,ku,nebwa,#NAME?,to be lazy,not set,not set,not set,NULL,0,1
744,not set,kunegura,ku,negura,#NAME?,to criticise someone's attire in front of others,not set,not set,not set,NULL,0,1
745,not set,kunesha,ku,nesha,#NAME?,"to triumph, conquer",not set,not set,not set,NULL,0,1
746,not set,kunetesha,ku,netesha,#NAME?,to make wet,not set,not set,not set,NULL,0,1
747,not set,kunezereza,ku,nezereza,#NAME?,"to please someone, make someone happy",not set,not set,not set,NULL,0,1
748,not set,kunezerwa,ku,nezerwa,#NAME?,"to be happy, pleased, joyful",not set,not set,not set,NULL,0,1
749,not set,kunezeza,ku,nezeza,nejeje,to please,not set,not set,not set,NULL,0,1
750,not set,kungana,ku,ngana,#NAME?,to be equal,not set,not set,not set,NULL,0,1
751,not set,kunganya,ku,nganya,#NAME?,"to draw, equalize (in a game)",not set,not set,not set,NULL,0,1
752,not set,kuniga,ku,niga,#NAME?,"to choke, tie neck of sack",not set,not set,not set,NULL,0,1
753,not set,kunnya,ku,nnya,neye,to defecate,not set,not set,not set,NULL,0,1
754,not set,kunogora,ku,nogora,#NAME?,to gouge,not set,not set,not set,NULL,0,1
755,not set,kunoza,ku,noza,#NAME?,"to complete, finish, be smooth",not set,not set,not set,NULL,0,1
756,not set,kunuka,ku,nuka,#NAME?,to smell bad,not set,not set,not set,NULL,0,1
757,not set,kunyaga,ku,nyaga,#NAME?,to take by force,not set,not set,not set,NULL,0,1
758,not set,kunyagira,ku,nyagira,#NAME?,to rain on,not set,not set,not set,NULL,0,1
759,not set,kunyagirwa,ku,nyagirwa,#NAME?,"to be rained on, get wet",not set,not set,not set,NULL,0,1
760,not set,kunyara,ku,nyara,#NAME?,"to urinate (slang: piss, pee)",not set,not set,not set,NULL,0,1
761,not set,kunyaza,ku,nyaza,#NAME?,to cause to urinate,not set,not set,not set,NULL,0,1
762,not set,kunyazwa,ku,nyazwa,#NAME?,to be caused to urinate,not set,not set,not set,NULL,0,1
763,not set,kunyeganyega,ku,nyeganyega,#NAME?,"to be shaking, trembling",not set,not set,not set,NULL,0,1
764,not set,kunyobwa,ku,nyobwa,#NAME?,"to be drunk, consumed",not set,not set,not set,NULL,0,1
765,not set,kunyuguza,ku,nyuguza,#NAME?,to rinse,not set,not set,not set,NULL,0,1
766,not set,kunyura,ku,nyura,#NAME?,"to pass, go via, go through",not set,not set,not set,NULL,0,1
767,not set,kunywa,ku,nywa,nyoye,to drink,not set,not set,not set,NULL,0,1
768,not set,kunywana,ku,nywana,#NAME?,to drink together,not set,not set,not set,NULL,0,1
769,not set,koga,k,oga,#NAME?,"to swim, bathe",not set,not set,not set,NULL,0,1
770,not set,kogeza,k,ogeza,#NAME?,"to spread, publish, make known",not set,not set,not set,NULL,0,1
771,not set,kogosha,k,ogosha,#NAME?,to cut hair or beard or wool,not set,not set,not set,NULL,0,1
772,not set,koherereza,k,oherereza,#NAME?,to send message to,not set,not set,not set,NULL,0,1
773,not set,kohereza,k,ohereza,#NAME?,"to send something or someone, message",not set,not set,not set,NULL,0,1
774,not set,komeka,k,omeka,#NAME?,"to apply, attach, paste (on computer)",not set,not set,not set,NULL,0,1
775,not set,komoka,k,omoka,#NAME?,"to set sail, leave by boat, cross a body of water",not set,not set,not set,NULL,0,1
776,not set,komokera,k,omokera,#NAME?,to arrive by boat,not set,not set,not set,NULL,0,1
777,not set,komongana,k,omongana,#NAME?,"to wander, stray",not set,not set,not set,NULL,0,1
778,not set,komora,k,omora,#NAME?,to treat wounds,not set,not set,not set,NULL,0,1
779,not set,komoza,k,omoza,#NAME?,to cause to treat wounds,not set,not set,not set,NULL,0,1
780,not set,kongera,k,ongera,#NAME?,"to add, repeat, do again",not set,not set,not set,NULL,0,1
781,not set,kongera kugerageza,k,ongera kugerageza,#NAME?,"to try again, retry",not set,not set,not set,NULL,0,1
782,not set,kongorera,k,ongorera,#NAME?,to whisper,not set,not set,not set,NULL,0,1
783,not set,konka,k,onka,#NAME?,to be nursing,not set,not set,not set,NULL,0,1
784,not set,konona,k,onona,#NAME?,"to damage, spoil",not set,not set,not set,NULL,0,1
785,not set,kononekara,k,ononekara,#NAME?,"to be damaged, spoiled",not set,not set,not set,NULL,0,1
786,not set,konsa,k,onsa,#NAME?,"to nurse, breastfeed",not set,not set,not set,NULL,0,1
787,not set,konswa,k,onswa,#NAME?,"to be nursed, breastfed",not set,not set,not set,NULL,0,1
788,not set,koroha,k,oroha,#NAME?,"to be easy, simple, soft",not set,not set,not set,NULL,0,1
789,not set,koroherwa,k,oroherwa,#NAME?,"to be better after illness, improved physically",not set,not set,not set,NULL,0,1
790,not set,korora,k,orora,#NAME?,to keep or raise livestock,not set,not set,not set,NULL,0,1
791,not set,kororoka,k,ororoka,#NAME?,"to reproduce, breed, multiply, increase in number",not set,not set,not set,NULL,0,1
792,not set,koshya,k,oshya,#NAME?,"to tempt, influence badly",not set,not set,not set,NULL,0,1
793,not set,koshyoshya,k,oshyoshya,#NAME?,"to lure someone, seek someone to harm them",not set,not set,not set,NULL,0,1
794,not set,kota,k,ota,#NAME?,to warm oneself by fire,not set,not set,not set,NULL,0,1
795,not set,kotsa,k,otsa,#NAME?,"to burn, bake, roast",not set,not set,not set,NULL,0,1
796,not set,koza,k,oza,#NAME?,"to clean, wash",not set,not set,not set,NULL,0,1
797,not set,gupakira,gu,pakira,#NAME?,"to pack, load",not set,not set,not set,NULL,0,1
798,not set,gupakurura,gu,pakurura,#NAME?,"to unpack, unload",not set,not set,not set,NULL,0,1
799,not set,guperereza,gu,perereza,#NAME?,"to oversee, supervise",not set,not set,not set,NULL,0,1
800,not set,gupfa,gu,pfa,pfuye,to die,not set,not set,not set,NULL,0,1
801,not set,gupfakara,gu,pfakara,#NAME?,to become widowed,not set,not set,not set,NULL,0,1
802,not set,gupfuka,gu,pfuka,#NAME?,"to cover, wrap",not set,not set,not set,NULL,0,1
803,not set,gupfukama,gu,pfukama,#NAME?,to kneel,not set,not set,not set,NULL,0,1
804,not set,gupfumuka,gu,pfumuka,#NAME?,to get hole (e.g. bucket),not set,not set,not set,NULL,0,1
805,not set,gupfumura,gu,pfumura,#NAME?,to make hole in (e.g. bucket),not set,not set,not set,NULL,0,1
806,not set,gupfunda,gu,pfunda,#NAME?,"to become more crowded, more full",not set,not set,not set,NULL,0,1
807,not set,gupfundika,gu,pfundika,#NAME?,"to tie, make knot",not set,not set,not set,NULL,0,1
808,not set,gupfundikanya,gu,pfundikanya,#NAME?,to tie in knots,not set,not set,not set,NULL,0,1
809,not set,gupfundikira,gu,pfundikira,#NAME?,"to close, seal, put lid on",not set,not set,not set,NULL,0,1
810,not set,gupfundura,gu,pfundura,#NAME?,"to open, untie",not set,not set,not set,NULL,0,1
811,not set,gupfunya,gu,pfunya,#NAME?,to wrap up,not set,not set,not set,NULL,0,1
812,not set,gupfura,gu,pfura,#NAME?,to pluck (feathers or hairs),not set,not set,not set,NULL,0,1
813,not set,gupfurika,gu,pfurika,#NAME?,to hide,not set,not set,not set,NULL,0,1
814,not set,gupfusha ubusa,gu,pfusha ubusa,#NAME?,"to waste, use up for nothing",not set,not set,not set,NULL,0,1
815,not set,gupima,gu,pima,#NAME?,"to measure, weigh, examine",not set,not set,not set,NULL,0,1
816,not set,gupimisha,gu,pimisha,#NAME?,to cause to measure,not set,not set,not set,NULL,0,1
817,not set,gupyinagiza,gu,pyinagiza,#NAME?,to oppress,not set,not set,not set,NULL,0,1
818,not set,gupyipyinyura,gu,pyipyinyura,#NAME?,to rub,not set,not set,not set,NULL,0,1
819,not set,kuraba,ku,raba,#NAME?,"to faint, wilt, dry up (plant)",not set,not set,not set,NULL,0,1
820,not set,kurabagirana,ku,rabagirana,#NAME?,"to shine, reflect light",not set,not set,not set,NULL,0,1
821,not set,kurabukwa,ku,rabukwa,#NAME?,"to catch glimpse of, suddenly see",not set,not set,not set,NULL,0,1
822,not set,kuraga,ku,raga,#NAME?,to give inheritance,not set,not set,not set,NULL,0,1
